"t","timedate","Ph","YTi","VAHU","TAHU","Ta","Ps","Vw","YTi_FF"
6881,2023-08-17 18:40:00,0.0179443359375,23.9000005722046,0,24.6800003051758,21.8,114,0.3,22.4875001907349
6882,2023-08-17 18:50:00,0.0120849609375,23.8650007247925,0,24.6800003051758,21.2,196,3.5,22.477499961853
6883,2023-08-17 19:00:00,0.0179443359375,23.9175004959106,0,24.8099994659424,21.5,160,3.3,22.4349994659424
6884,2023-08-17 19:10:00,0.0120849609375,23.9375,0,24.8099994659424,21.1,150,3.5,22.5174999237061
6885,2023-08-17 19:20:00,0.0238037109375,23.9425001144409,0,24.8099994659424,20.8,114,3.1,22.477499961853
6886,2023-08-17 19:30:00,0.0120849609375,23.9025001525879,0,24.8099994659424,20.5,71,0.7,22.4250001907349
6887,2023-08-17 19:40:00,0.0179443359375,23.8950004577637,0,24.8099994659424,19.7,48,0,22.6199998855591
6888,2023-08-17 19:50:00,0.0120849609375,23.8250007629395,0,24.8099994659424,19.3,31,3.3,22.5249996185303
6889,2023-08-17 20:00:00,0.024169921875,23.914999961853,0,24.8099994659424,18.9,15,2.7,22.3575000762939
6890,2023-08-17 20:10:00,0.0120849609375,23.6975002288818,0,24.8099994659424,18.4,11,2.9,22.5824995040894
6891,2023-08-17 20:20:00,0.0179443359375,23.6949996948242,0,24.8099994659424,18.1,6,3,22.2974996566772
6892,2023-08-17 20:30:00,0.01171875,23.6724996566772,0,24.8099994659424,17.9,3,3,22.2250003814697
6893,2023-08-17 20:40:00,0.024169921875,23.6375007629395,0,24.8099994659424,17.6,2,2.2,22.2624998092651
6894,2023-08-17 20:50:00,0.01171875,23.5650005340576,0,24.8099994659424,17.5,3,2.3,22.3024997711182
6895,2023-08-17 21:00:00,0.018310546875,23.522500038147,0,24.8099994659424,17.1,3,2.5,22.2200002670288
6896,2023-08-17 21:10:00,0.01171875,23.460000038147,0,24.8099994659424,17,2,2.1,22.0849990844727
6897,2023-08-17 21:20:00,0.024169921875,23.4825000762939,0,24.8099994659424,16.9,2,2.2,22.2524995803833
6898,2023-08-17 21:30:00,0.0120849609375,23.3824996948242,0,24.8099994659424,16.7,1,2.3,22.1424999237061
6899,2023-08-17 21:40:00,0.0179443359375,23.3125,0,24.8099994659424,16.7,1,2.3,22.1374998092651
6900,2023-08-17 21:50:00,0.0120849609375,23.3074998855591,0,24.8099994659424,16.6,2,2.2,21.9474992752075
6901,2023-08-17 22:00:00,0.0179443359375,23.2049999237061,0,24.8099994659424,16.5,1,2.2,21.9399995803833
6902,2023-08-17 22:10:00,0.0179443359375,23.2174997329712,0,24.6800003051758,16.4,1,2.2,22.0874996185303
6903,2023-08-17 22:20:00,0.024169921875,23.2074995040894,0,24.6800003051758,16.4,1,1.7,22.0174999237061
6904,2023-08-17 22:30:00,0.01171875,23.1175003051758,0,24.6800003051758,16.3,2,2.2,21.8874998092651
6905,2023-08-17 22:40:00,0.018310546875,23.1499996185303,0,24.6800003051758,16.3,2,2,22.125
6906,2023-08-17 22:50:00,0.01171875,23.1799993515015,0,24.6800003051758,16.2,1,1.8,21.8800001144409
6907,2023-08-17 23:00:00,0.0238037109375,23.0749998092651,0,24.6800003051758,16.2,1,1.6,22.0250005722046
6908,2023-08-17 23:10:00,0.0120849609375,23.0074996948242,0,24.6800003051758,16.2,1,1.6,21.8550004959106
6909,2023-08-17 23:20:00,0.0179443359375,23.0524997711182,0,24.6800003051758,16.2,1,1.8,21.9100008010864
6910,2023-08-17 23:30:00,0.0120849609375,23.0024995803833,0,24.6800003051758,16.2,1,2,21.9850006103516
6911,2023-08-17 23:40:00,0.0179443359375,22.9175004959106,0,24.6800003051758,16.2,2,1.9,21.8050003051758
6912,2023-08-17 23:50:00,0.0120849609375,22.9100008010864,0,24.5599994659424,16.2,1,1.7,21.8575000762939
6913,2023-08-18 00:00:00,0.024169921875,22.9375,0,24.5599994659424,16.1,1,2,21.8625001907349
6914,2023-08-18 00:10:00,0.0120849609375,22.8425006866455,0,24.5599994659424,16.1,1,2.1,21.9075002670288
6915,2023-08-18 00:20:00,0.0179443359375,22.8874998092651,0,24.5599994659424,16.1,1,1.9,21.7600002288818
6916,2023-08-18 00:30:00,0.0120849609375,23.0999994277954,0,24.5599994659424,16.1,1,2,21.7750005722046
6917,2023-08-18 00:40:00,0.0179443359375,22.9575004577637,0,24.5599994659424,16.1,3,2.3,21.8074998855591
6918,2023-08-18 00:50:00,0.0120849609375,22.8625001907349,0,24.5599994659424,16,1,2.4,21.8149995803833
6919,2023-08-18 01:00:00,0.0238037109375,22.8024997711182,0,24.5599994659424,16,1,2.6,21.7699995040894
6920,2023-08-18 01:10:00,0.0120849609375,22.8400001525879,0,24.5599994659424,16,1,1.9,21.7675008773804
6921,2023-08-18 01:20:00,0.0179443359375,22.8050003051758,0,24.5599994659424,15.9,2,1.9,21.6499996185303
6922,2023-08-18 01:30:00,0.0120849609375,22.7550001144409,0,24.5599994659424,15.9,1,1.5,21.8599996566772
6923,2023-08-18 01:40:00,0.0238037109375,22.7674999237061,0,24.5599994659424,15.9,2,1.9,21.8825006484985
6924,2023-08-18 01:50:00,0.0120849609375,22.7049999237061,0,24.4300003051758,15.8,1,1.6,21.6700000762939
6925,2023-08-18 02:00:00,0.0179443359375,22.7349996566772,0,24.4300003051758,15.9,1,1.8,21.75
6926,2023-08-18 02:10:00,0.0120849609375,22.7049999237061,0,24.4300003051758,15.9,1,1.9,21.8324995040894
6927,2023-08-18 02:20:00,0.0179443359375,22.727499961853,0,24.4300003051758,15.9,2,2.1,21.8050003051758
6928,2023-08-18 02:30:00,0.01171875,22.6424999237061,0,24.4300003051758,15.9,1,1.9,21.710000038147
6929,2023-08-18 02:40:00,0.0245361328125,22.6549997329712,0,24.4300003051758,15.8,1,2.2,21.6549997329712
6930,2023-08-18 02:50:00,0.01171875,22.625,0,24.4300003051758,15.9,2,2.1,21.6824998855591
6931,2023-08-18 03:00:00,0.018310546875,22.6075000762939,0,24.4300003051758,15.9,2,1.7,21.6449995040894
6932,2023-08-18 03:10:00,0.01171875,22.6525001525879,0,24.4300003051758,15.8,2,1.8,21.6824998855591
6933,2023-08-18 03:20:00,0.0179443359375,22.5725002288818,0,24.4300003051758,15.7,2,1.9,21.6199998855591
6934,2023-08-18 03:30:00,0.0120849609375,22.5775003433228,0,24.4300003051758,15.7,1,1.7,21.6000003814697
6935,2023-08-18 03:40:00,0.0238037109375,22.5500001907349,0,24.4300003051758,15.7,2,2,21.5949993133545
6936,2023-08-18 03:50:00,0.0120849609375,22.5250005722046,0,24.4300003051758,15.7,1,1.7,21.5524997711182
6937,2023-08-18 04:00:00,0.0179443359375,22.522500038147,0,24.4300003051758,15.7,1,1.8,21.539999961853
6938,2023-08-18 04:10:00,0.0120849609375,22.5250005722046,0,24.4300003051758,15.7,2,2,21.6925001144409
6939,2023-08-18 04:20:00,0.024169921875,22.4899997711182,0,24.3699998855591,15.7,2,1.9,21.7550001144409
6940,2023-08-18 04:30:00,0.0120849609375,22.5725002288818,0,24.3099994659424,15.8,1,1.8,21.6075000762939
6941,2023-08-18 04:40:00,0.0179443359375,22.5275001525879,0,24.3099994659424,15.8,1,1.8,21.7349996566772
6942,2023-08-18 04:50:00,0.0120849609375,22.5025005340576,0,24.3099994659424,15.8,2,0.4,21.7150001525879
6943,2023-08-18 05:00:00,0.0179443359375,22.5475006103516,0,24.3099994659424,15.7,2,0,21.5650005340576
6944,2023-08-18 05:10:00,0.0120849609375,22.4650001525879,0,24.3099994659424,15.7,2,0,21.664999961853
6945,2023-08-18 05:20:00,0.0238037109375,22.4899997711182,0,24.3099994659424,15.8,2,0,21.6299991607666
6946,2023-08-18 05:30:00,0.0120849609375,22.414999961853,0,24.3099994659424,15.8,2,0,21.6774997711182
6947,2023-08-18 05:40:00,0.0179443359375,22.5324993133545,0,24.3099994659424,15.8,2,0,21.6500005722046
6948,2023-08-18 05:50:00,0.0120849609375,22.4050006866455,0,24.3099994659424,15.7,1,0,21.6549997329712
6949,2023-08-18 06:00:00,0.0238037109375,22.4025001525879,0,24.3099994659424,15.7,3,0,21.6525001525879
6950,2023-08-18 06:10:00,0.0120849609375,22.4549999237061,0,24.3099994659424,15.7,5,0,21.5649995803833
6951,2023-08-18 06:20:00,0.0179443359375,22.3675003051758,0,24.3099994659424,15.7,9,0,21.6574993133545
6952,2023-08-18 06:30:00,0.01171875,22.4075002670288,0,24.3099994659424,15.7,8,0,21.6574993133545
6953,2023-08-18 06:40:00,0.0245361328125,22.4050006866455,0,24.3099994659424,15.8,8,0,21.5825004577637
6954,2023-08-18 06:50:00,0.01171875,22.3924999237061,0,24.3099994659424,15.9,7,0,21.6875
6955,2023-08-18 07:00:00,0.018310546875,22.3274993896484,0.877,23.0900001525879,15.9,9,2.3,21.5550003051758
6956,2023-08-18 07:10:00,0.01171875,21.9274997711182,1.7425,19.9300003051758,15.9,9,2.7,21.25
6957,2023-08-18 07:20:00,0.0179443359375,21.8625001907349,1.74,19.9949998855591,16,15,0.4,21.2124996185303
6958,2023-08-18 07:30:00,0.0120849609375,21.7049999237061,1.74,20.0550003051758,16.1,32,0,20.9899997711182
6959,2023-08-18 07:40:00,0.0179443359375,21.6949996948242,1.7405,19.9949998855591,16.2,30,0,20.8450002670288
6960,2023-08-18 07:50:00,0.0120849609375,21.6374998092651,1.738,20.0550003051758,16.5,26,1.5,20.9700002670288
6961,2023-08-18 08:00:00,0.018310546875,21.6424999237061,1.301,19.8699998855591,16.6,32,2.2,20.8699998855591
6962,2023-08-18 08:10:00,0.01171875,21.6925001144409,0.8685,19.6199998855591,16.7,46,2.6,21.1300001144409
6963,2023-08-18 08:20:00,0.0179443359375,21.7325000762939,0.8695,19.6199998855591,16.8,32,2.4,21.2224998474121
6964,2023-08-18 08:30:00,0.0120849609375,21.6899995803833,0.869,19.6199998855591,16.9,39,2.3,21.1449995040894
6965,2023-08-18 08:40:00,0.0179443359375,21.7375001907349,0.869,19.6199998855591,17.1,28,2.3,21.0450000762939
6966,2023-08-18 08:50:00,0.0062255859375,21.7749996185303,1.3055,19.7799997329712,17.1,24,1.6,21.2250003814697
6967,2023-08-18 09:00:00,0.0238037109375,21.6449995040894,1.7405,19.4350004196167,17.1,27,0,21.0749998092651
6968,2023-08-18 09:10:00,0.0120849609375,21.6400003433228,1.74,19.1850004196167,17.3,24,0,20.9749994277954
6969,2023-08-18 09:20:00,0.01171875,21.6025009155273,1.74,19.0600004196167,17.4,21,0,21.2224998474121
6970,2023-08-18 09:30:00,0.0120849609375,21.4850006103516,1.7405,18.8700008392334,17.7,31,0,20.9799995422363
6971,2023-08-18 09:40:00,0.0238037109375,21.4875001907349,1.74,18.8100004196167,17.8,41,2.1,20.7749996185303
6972,2023-08-18 09:50:00,0.0120849609375,21.585000038147,1.74,18.6200008392334,17.9,33,1.5,21.0349998474121
6973,2023-08-18 10:00:00,0.0179443359375,21.522500038147,1.7395,18.6200008392334,18,30,1.4,20.9274997711182
6974,2023-08-18 10:10:00,0.0120849609375,21.4849996566772,1.7395,18.5600004196167,18.2,51,0.3,20.8025007247925
6975,2023-08-18 10:20:00,0.024169921875,21.414999961853,1.74,18.6200008392334,18.3,108,0,21.0174999237061
6976,2023-08-18 10:30:00,0.0120849609375,21.5650005340576,1.741,18.75,18.6,77,0,21.0199995040894
6977,2023-08-18 10:40:00,0.0120849609375,21.5275001525879,1.74,18.8700008392334,18.6,69,0,20.977499961853
6978,2023-08-18 10:50:00,0.0120849609375,21.4899997711182,1.739,18.9350004196167,18.7,188,0,20.9324998855591
6979,2023-08-18 11:00:00,0.0238037109375,21.5649995803833,1.74,19.1200008392334,19,159,0,20.8950004577637
6980,2023-08-18 11:10:00,0.01171875,21.4924993515015,1.74,19.2450008392334,19,205,0,20.9849996566772
6981,2023-08-18 11:20:00,0.018310546875,21.5524997711182,1.7395,19.4350004196167,19.1,194,1.2,20.9574995040894
6982,2023-08-18 11:30:00,0.005859375,21.5875005722046,1.74,19.6200008392334,19.2,195,2.4,20.9075002670288
6983,2023-08-18 11:40:00,0.0238037109375,21.6050004959106,1.7405,19.5600004196167,19.2,121,2.1,20.8649997711182
6984,2023-08-18 11:50:00,0.0120849609375,21.6074991226196,1.7415,19.5600004196167,19.2,89,0,21.0999994277954
6985,2023-08-18 12:00:00,0.0179443359375,21.6449995040894,1.7405,19.5600004196167,19.3,79,0,20.9350004196167
6986,2023-08-18 12:10:00,0.0120849609375,21.585000038147,1.739,19.5600004196167,19.3,107,0,21.0024995803833
6987,2023-08-18 12:20:00,0.018310546875,21.6424999237061,1.74,19.5,19.3,102,0,20.9625005722046
6988,2023-08-18 12:30:00,0.0179443359375,21.5725002288818,1.7395,19.7450008392334,19.5,353,0,21.0450000762939
6989,2023-08-18 12:40:00,0.0179443359375,21.6774997711182,1.74,20.1200008392334,19.7,239,0,21.0349998474121
6990,2023-08-18 12:50:00,0.0120849609375,21.7825002670288,1.739,20.1850004196167,19.7,240,0,21.1350002288818
6991,2023-08-18 13:00:00,0.0238037109375,21.7249994277954,1.7395,20.5,19.9,243,0,21.1149997711182
6992,2023-08-18 13:10:00,0.005859375,21.7924995422363,1.74,20.4950008392334,20,202,0,21.0974998474121
6993,2023-08-18 13:20:00,0.024169921875,21.7700004577637,1.741,20.5600004196167,20.2,225,0,21.3724994659424
6994,2023-08-18 13:30:00,0.01171875,21.8774995803833,1.74,20.8100004196167,20.1,220,0,21.1424999237061
6995,2023-08-18 13:40:00,0.0245361328125,21.8299999237061,1.7415,20.8100004196167,20.4,359,0,21.227499961853
6996,2023-08-18 13:50:00,0.01171875,21.8449993133545,1.741,21.0600004196167,20.8,170,0,21.2824993133545
6997,2023-08-18 14:00:00,0.0120849609375,21.9799995422363,1.7405,21.1850004196167,20.9,314,0,21.3950004577637
6998,2023-08-18 14:10:00,0.0120849609375,21.9000005722046,1.7395,21.3700008392334,21,198,0,21.6075000762939
6999,2023-08-18 14:20:00,0.0238037109375,21.9125003814697,1.7395,21.3700008392334,21,168,0,21.4425001144409
7000,2023-08-18 14:30:00,0.0120849609375,21.9125003814697,1.74,21.3700008392334,21.1,137,0,21.3824996948242
7001,2023-08-18 14:40:00,0.0179443359375,21.9300003051758,1.7395,21.25,21.2,195,0,21.3125
7002,2023-08-18 14:50:00,0.0120849609375,21.9099998474121,1.74,21.3700008392334,21.2,134,0,21.3100004196167
7003,2023-08-18 15:00:00,0.0238037109375,21.9350004196167,1.7395,21.4350004196167,21.2,422,0,21.460000038147
7004,2023-08-18 15:10:00,0.0120849609375,21.9375,1.741,22.375,22,368,0,21.5325002670288
7005,2023-08-18 15:20:00,0.0179443359375,22.125,1.7405,22.4350004196167,22.2,302,0,21.5649995803833
7006,2023-08-18 15:30:00,0.0120849609375,22.1125001907349,1.7405,22.4350004196167,22.2,281,0,21.5974998474121
7007,2023-08-18 15:40:00,0.785888671875,22.2399997711182,1.741,22.7450008392334,22.4,542,0,21.5775003433228
7008,2023-08-18 15:50:00,0.67236328125,22.3050003051758,1.739,23.5,23.4,569,0,21.6925001144409
7009,2023-08-18 16:00:00,0.2757568359375,22.4050006866455,1.74,23.3700008392334,23.5,267,0,21.664999961853
7010,2023-08-18 16:10:00,0.0120849609375,22.4575004577637,1.74,22.8100004196167,22.5,215,0,21.7199993133545
7011,2023-08-18 16:20:00,0.0179443359375,22.4025001525879,1.74,22.6850004196167,22.5,655,0,21.7374992370605
7012,2023-08-18 16:30:00,0.0179443359375,22.5175008773804,1.7385,22.9350004196167,22.5,466,0,21.7575006484985
7013,2023-08-18 16:40:00,0.024169921875,22.5024995803833,1.7405,22.9950008392334,22.6,240,0,21.6949996948242
7014,2023-08-18 16:50:00,0.0120849609375,22.4975004196167,1.7395,22.8700008392334,22.6,186,0,21.9025001525879
7015,2023-08-18 17:00:00,0.0179443359375,22.5525007247925,1.3025,22.75,22.4,283,0,21.8699998855591
7016,2023-08-18 17:10:00,0.0120849609375,22.6800003051758,0.868,23.1200008392334,22.6,233,0,21.9749994277954
7017,2023-08-18 17:20:00,0.0179443359375,22.8050003051758,0.87,23.3700008392334,22.9,340,0,22.0275001525879
7018,2023-08-18 17:30:00,0.01171875,22.7799997329712,0.869,23.7450008392334,23.2,432,0,21.960000038147
7019,2023-08-18 17:40:00,0.0179443359375,22.8424997329712,0.87,24.1850004196167,23.4,325,0,22.1499996185303
7020,2023-08-18 17:50:00,0.0120849609375,22.8374996185303,0.8705,24.0600004196167,23.2,248,0,22.2150001525879
7021,2023-08-18 18:00:00,0.0238037109375,22.8924999237061,0.436,24.1850004196167,23.1,269,0,22.1675004959106
7022,2023-08-18 18:10:00,0.018310546875,23.0124998092651,0,24.4350004196167,23,191,0,22.2775001525879
7023,2023-08-18 18:20:00,0.0179443359375,23.1175003051758,0,24.5,22.7,119,0,22.4800004959106
7024,2023-08-18 18:30:00,0.01171875,23.1125001907349,0,24.5,22.4,56,0,22.2900009155273
7025,2023-08-18 18:40:00,0.0245361328125,23.164999961853,0,24.5,22.2,62,0,22.3149995803833
7026,2023-08-18 18:50:00,0.01171875,23.0175008773804,0,24.6200008392334,22,97,0,22.2300004959106
7027,2023-08-18 19:00:00,0.018310546875,23.0474996566772,0,24.6200008392334,21.9,85,0,22.1700000762939
7028,2023-08-18 19:10:00,0.01171875,23.0074996948242,0,24.6200008392334,21.8,60,0,22.1850004196167
7029,2023-08-18 19:20:00,0.0238037109375,23.0424995422363,0,24.6200008392334,21.6,33,0,22.1725006103516
7030,2023-08-18 19:30:00,0.0120849609375,23,0,24.6200008392334,21.5,30,0,22.2425003051758
7031,2023-08-18 19:40:00,0.0120849609375,23.0275001525879,0,24.6200008392334,21.4,22,1.2,22.2799997329712
7032,2023-08-18 19:50:00,0.0179443359375,23.0474996566772,0,24.6200008392334,21.2,14,3,22.2425003051758
7033,2023-08-18 20:00:00,0.0179443359375,23.0374994277954,0,24.6200008392334,21.1,7,0,22.1575002670288
7034,2023-08-18 20:10:00,0.0179443359375,22.9975004196167,0,24.6200008392334,21.1,2,0,22.0450000762939
7035,2023-08-18 20:20:00,0.0120849609375,22.9524993896484,0,24.6200008392334,21,2,0,22.0775003433228
7036,2023-08-18 20:30:00,0.0179443359375,22.8999996185303,0,24.6200008392334,21,2,0,22.1350002288818
7037,2023-08-18 20:40:00,0.0179443359375,22.9175004959106,0,24.6200008392334,20.9,1,0,22.0174999237061
7038,2023-08-18 20:50:00,0.0120849609375,22.8024997711182,0,24.6200008392334,20.8,2,0,22.0824995040894
7039,2023-08-18 21:00:00,0.024169921875,22.835000038147,0,24.6200008392334,20.7,10,0.6,22.0775003433228
7040,2023-08-18 21:10:00,0.0120849609375,22.8149995803833,0,24.6200008392334,20.6,2,2,22.0799999237061
7041,2023-08-18 21:20:00,0.0179443359375,22.8499994277954,0,24.5600004196167,20.4,3,2.3,21.9900007247925
7042,2023-08-18 21:30:00,0.0120849609375,22.75,0,24.5,20.1,1,1.7,22.1549997329712
7043,2023-08-18 21:40:00,0.0238037109375,22.7049999237061,0,24.5,19.9,2,0,22.022500038147
7044,2023-08-18 21:50:00,0.0179443359375,22.7300004959106,0,24.5,19.8,2,0,22.1549997329712
7045,2023-08-18 22:00:00,0.0179443359375,22.6975002288818,0,24.5,19.7,1,0,22.1824998855591
7046,2023-08-18 22:10:00,0.0120849609375,22.7049999237061,0,24.5,19.7,1,0,22.0324993133545
7047,2023-08-18 22:20:00,0.0179443359375,22.7049999237061,0,24.5,19.5,2,0,22.0750007629395
7048,2023-08-18 22:30:00,0.0120849609375,22.6875,0,24.5,19.4,1,0,21.9575004577637
7049,2023-08-18 22:40:00,0.030029296875,22.6599998474121,0,24.5,19.3,2,0,21.914999961853
7050,2023-08-18 22:50:00,0.0120849609375,22.6099996566772,0,24.5,19.2,1,0,22.0725002288818
7051,2023-08-18 23:00:00,0.0179443359375,22.727499961853,0,24.5,19.2,1,2.9,21.9375
7052,2023-08-18 23:10:00,0.0120849609375,22.6225004196167,0,24.5,19.2,1,2.3,22.0424995422363
7053,2023-08-18 23:20:00,0.030029296875,22.6150007247925,0,24.5,19.2,1,0,21.9300003051758
7054,2023-08-18 23:30:00,0.01171875,22.6525001525879,0,24.5,19.2,3,0,21.8825006484985
7055,2023-08-18 23:40:00,0.018310546875,22.6175003051758,0,24.5,19.2,1,0,21.8649997711182
7056,2023-08-18 23:50:00,0.01171875,22.5874996185303,0,24.5,19.1,2,0,22.0524997711182
7057,2023-08-19 00:00:00,0.0238037109375,22.5275001525879,0,24.5,19,1,0,21.9575004577637
7058,2023-08-19 00:10:00,0.0120849609375,22.5475006103516,0,24.5,19,1,0,21.897500038147
7059,2023-08-19 00:20:00,0.0179443359375,22.5875005722046,0,24.5,19,1,0,21.8599996566772
7060,2023-08-19 00:30:00,0.0120849609375,22.6150007247925,0,24.5,19,1,0,22.0599994659424
7061,2023-08-19 00:40:00,0.0179443359375,22.6100006103516,0,24.5,19.1,1,0,22.0900001525879
7062,2023-08-19 00:50:00,0.0179443359375,22.6100006103516,0,24.5,19.1,2,0,21.8899993896484
7063,2023-08-19 01:00:00,0.0245361328125,22.6225004196167,0,24.5,19.1,2,0,21.8450002670288
7064,2023-08-19 01:10:00,0.0179443359375,22.647500038147,0,24.5,19.1,1,0,21.9375
7065,2023-08-19 01:20:00,0.0179443359375,22.6424999237061,0,24.5,19.1,1,0,21.9875001907349
7066,2023-08-19 01:30:00,0.0120849609375,22.6000003814697,0,24.3700008392334,19.2,2,0,22.1175003051758
7067,2023-08-19 01:40:00,0.0238037109375,22.5600004196167,0,24.3700008392334,19.2,1,0,21.9575004577637
7068,2023-08-19 01:50:00,0.0179443359375,22.5174999237061,0,24.3700008392334,19.3,1,0,21.9124994277954
7069,2023-08-19 02:00:00,0.0179443359375,22.5150003433228,0,24.3700008392334,19.4,1,0,21.8649997711182
7070,2023-08-19 02:10:00,0.0120849609375,22.522500038147,0,24.3700008392334,19.4,1,0,21.8800001144409
7071,2023-08-19 02:20:00,0.024169921875,22.5300006866455,0,24.3700008392334,19.5,1,0.8,21.9574995040894
7072,2023-08-19 02:30:00,0.0120849609375,22.5300006866455,0,24.3700008392334,19.5,1,1.8,21.9099998474121
7073,2023-08-19 02:40:00,0.0179443359375,22.5400009155273,0,24.3700008392334,19.6,1,0,21.9650001525879
7074,2023-08-19 02:50:00,0.0120849609375,22.4375,0,24.3700008392334,19.7,1,0,21.8950004577637
7075,2023-08-19 03:00:00,0.0179443359375,22.6050004959106,0,24.3700008392334,19.8,1,0,21.960000038147
7076,2023-08-19 03:10:00,0.0179443359375,22.4674997329712,0,24.3700008392334,19.8,2,0,21.8349990844727
7077,2023-08-19 03:20:00,0.0238037109375,22.4825000762939,0,24.3700008392334,19.7,2,0,21.8824996948242
7078,2023-08-19 03:30:00,0.0120849609375,22.414999961853,0,24.3700008392334,19.5,2,0,21.8999996185303
7079,2023-08-19 03:40:00,0.0179443359375,22.3850002288818,0,24.3700008392334,19.4,1,0,22.0599994659424
7080,2023-08-19 03:50:00,0.0120849609375,22.4175004959106,0,24.3700008392334,19.3,2,0,21.9349994659424
7081,2023-08-19 04:00:00,0.0238037109375,22.3999996185303,0,24.3700008392334,19.1,1,0,21.8875007629395
7082,2023-08-19 04:10:00,0.0179443359375,22.4425001144409,0,24.3700008392334,18.9,2,0,21.835000038147
7083,2023-08-19 04:20:00,0.0179443359375,22.4025001525879,0,24.3700008392334,18.8,2,0,21.8924999237061
7084,2023-08-19 04:30:00,0.0120849609375,22.4124994277954,0,24.3700008392334,18.7,2,0,21.8675003051758
7085,2023-08-19 04:40:00,0.024169921875,22.4099998474121,0,24.3700008392334,18.5,1,1.3,21.9700002670288
7086,2023-08-19 04:50:00,0.0179443359375,22.4550008773804,0,24.3700008392334,18.3,2,4.5,21.8550004959106
7087,2023-08-19 05:00:00,0.018310546875,22.4125003814697,0,24.3700008392334,18.1,1,0.6,22.039999961853
7088,2023-08-19 05:10:00,0.01171875,22.4200000762939,0,24.3700008392334,17.9,2,0,21.9050006866455
7089,2023-08-19 05:20:00,0.0179443359375,22.4224996566772,0,24.3700008392334,17.7,2,0,21.8724994659424
7090,2023-08-19 05:30:00,0.0120849609375,22.5024995803833,0,24.3700008392334,17.7,2,0,21.9474992752075
7091,2023-08-19 05:40:00,0.0238037109375,22.3824996948242,0,24.3700008392334,17.5,3,0,21.7849998474121
7092,2023-08-19 05:50:00,0.0120849609375,22.4050006866455,0,24.3700008392334,17.3,4,3.5,21.9950008392334
7093,2023-08-19 06:00:00,0.0179443359375,22.4450006484985,0,24.3700008392334,17.2,6,3.3,21.8424997329712
7094,2023-08-19 06:10:00,0.0179443359375,22.3149995803833,0,24.3700008392334,17.2,17,3.7,21.8499994277954
7095,2023-08-19 06:20:00,0.018310546875,22.4375,0,24.3700008392334,17.1,28,3.6,21.789999961853
7096,2023-08-19 06:30:00,0.01171875,22.4324998855591,0,24.3700008392334,17.2,27,3.8,21.8575000762939
7097,2023-08-19 06:40:00,0.024169921875,22.3825006484985,0,24.3700008392334,17.2,36,4.4,21.7099990844727
7098,2023-08-19 06:50:00,0.01171875,22.3949995040894,0,24.3700008392334,17.4,54,4.1,21.7800006866455
7099,2023-08-19 07:00:00,0.0179443359375,22.352499961853,0,24.3700008392334,17.6,61,0.9,21.7600002288818
7100,2023-08-19 07:10:00,0.0120849609375,22.414999961853,0,24.3700008392334,17.7,38,0,21.8325004577637
7101,2023-08-19 07:20:00,0.024169921875,22.3550004959106,0,24.3700008392334,17.9,47,0,22.0500001907349
7102,2023-08-19 07:30:00,0.0120849609375,22.2950000762939,0,24.3100004196167,18,53,0,21.8400001525879
7103,2023-08-19 07:40:00,0.0179443359375,22.5100002288818,0,24.25,18,75,0,22.102499961853
7104,2023-08-19 07:50:00,0.0120849609375,22.3424997329712,0,24.25,18.1,64,0,21.8299999237061
7105,2023-08-19 08:00:00,0.0179443359375,22.3025007247925,0,24.25,18.2,54,0,22.0625
7106,2023-08-19 08:10:00,0.0120849609375,22.3500003814697,0,24.25,18.2,135,0,22.0174999237061
7107,2023-08-19 08:20:00,0.0238037109375,22.3150005340576,0,24.25,18.5,106,0,21.8449993133545
7108,2023-08-19 08:30:00,0.0120849609375,22.2575006484985,0,24.25,18.6,76,0,22.0699996948242
7109,2023-08-19 08:40:00,0.0179443359375,22.3074998855591,0,24.25,18.7,375,0,22.0250005722046
7110,2023-08-19 08:50:00,0.0120849609375,22.3649997711182,0,24.25,19,381,2.9,21.8400001525879
7111,2023-08-19 09:00:00,0.024169921875,22.5075006484985,0,24.25,19.3,400,3.4,22.0124998092651
7112,2023-08-19 09:10:00,0.0179443359375,22.6350002288818,0,24.25,19.7,195,0,22.1374998092651
7113,2023-08-19 09:20:00,0.0120849609375,22.6099996566772,0,24.25,19.9,570,0,22.2200002670288
7114,2023-08-19 09:30:00,0.0179443359375,22.7025003433228,0,24.25,20,568,0,22.1750001907349
7115,2023-08-19 09:40:00,0.0238037109375,22.7450008392334,0,24.25,20.4,546,0,22.1700000762939
7116,2023-08-19 09:50:00,0.0120849609375,22.7450008392334,0,24.25,20.6,175,0.7,22.2574996948242
7117,2023-08-19 10:00:00,0.0120849609375,22.6949996948242,0,24.25,20.3,278,0.7,22.1750001907349
7118,2023-08-19 10:10:00,0.0179443359375,22.7124996185303,0,24.25,20.4,235,0,22.2300004959106
7119,2023-08-19 10:20:00,0.0179443359375,22.7425003051758,0,24.25,20.2,271,0,22.2950000762939
7120,2023-08-19 10:30:00,0.01171875,22.7450008392334,0,24.25,20.3,259,0,22.1750001907349
7121,2023-08-19 10:40:00,0.024169921875,22.8125,0,24.25,20.3,486,0,22.1350002288818
7122,2023-08-19 10:50:00,0.0120849609375,22.8000001907349,0,24.25,20.4,316,0,22.3149995803833
